freq : 83.33 MHz
SWR : 2.18
 Theta 	 Phi 	 Gain(dB) 	 Gain 
180 	 140 	 -57.17   	 0.00
0 	 145 	 -57.17   	 0.00
5 	 145 	 -18.61   	 0.01
10 	 145 	 -12.69   	 0.05
15 	 145 	 -9.37   	 0.12
20 	 145 	 -7.17   	 0.19
25 	 145 	 -5.61   	 0.27
30 	 145 	 -4.49   	 0.36
35 	 145 	 -3.66   	 0.43
40 	 145 	 -3.03   	 0.50
45 	 145 	 -2.48   	 0.56
50 	 145 	 -1.94   	 0.64
55 	 145 	 -1.32   	 0.74
60 	 145 	 -0.61   	 0.87
65 	 145 	 0.16   	 1.04
70 	 145 	 0.93   	 1.24
75 	 145 	 1.60   	 1.45
80 	 145 	 2.12   	 1.63
85 	 145 	 2.45   	 1.76
90 	 145 	 2.56   	 1.80
95 	 145 	 2.45   	 1.76
100 	 145 	 2.12   	 1.63
105 	 145 	 1.59   	 1.44
110 	 145 	 0.92   	 1.24
115 	 145 	 0.15   	 1.04
120 	 145 	 -0.62   	 0.87
125 	 145 	 -1.34   	 0.73
130 	 145 	 -1.96   	 0.64
135 	 145 	 -2.50   	 0.56
140 	 145 	 -3.04   	 0.50
145 	 145 	 -3.67   	 0.43
150 	 145 	 -4.50   	 0.35
155 	 145 	 -5.61   	 0.27
160 	 145 	 -7.16   	 0.19
165 	 145 	 -9.35   	 0.12
170 	 145 	 -12.64   	 0.05
175 	 145 	 -18.51   	 0.01
180 	 145 	 -57.17   	 0.00
0 	 150 	 -57.17   	 0.00
5 	 150 	 -18.60   	 0.01
10 	 150 	 -12.68   	 0.05
15 	 150 	 -9.36   	 0.12
20 	 150 	 -7.15   	 0.19
25 	 150 	 -5.60   	 0.28
30 	 150 	 -4.48   	 0.36
35 	 150 	 -3.65   	 0.43
40 	 150 	 -3.02   	 0.50
45 	 150 	 -2.48   	 0.56
50 	 150 	 -1.94   	 0.64
55 	 150 	 -1.32   	 0.74
60 	 150 	 -0.61   	 0.87
65 	 150 	 0.16   	 1.04
70 	 150 	 0.93   	 1.24
75 	 150 	 1.60   	 1.45
80 	 150 	 2.12   	 1.63
85 	 150 	 2.45   	 1.76
90 	 150 	 2.56   	 1.80
95 	 150 	 2.45   	 1.76
100 	 150 	 2.12   	 1.63
105 	 150 	 1.60   	 1.45
110 	 150 	 0.92   	 1.24
115 	 150 	 0.15   	 1.04
120 	 150 	 -0.62   	 0.87
125 	 150 	 -1.34   	 0.73
130 	 150 	 -1.96   	 0.64
135 	 150 	 -2.49   	 0.56
140 	 150 	 -3.03   	 0.50
145 	 150 	 -3.66   	 0.43
150 	 150 	 -4.48   	 0.36
155 	 150 	 -5.60   	 0.28
160 	 150 	 -7.14   	 0.19
165 	 150 	 -9.33   	 0.12
170 	 150 	 -12.63   	 0.05
175 	 150 	 -18.49   	 0.01
180 	 150 	 -57.17   	 0.00
0 	 155 	 -57.17   	 0.00
5 	 155 	 -18.59   	 0.01
10 	 155 	 -12.67   	 0.05
15 	 155 	 -9.35   	 0.12
20 	 155 	 -7.14   	 0.19
25 	 155 	 -5.59   	 0.28
30 	 155 	 -4.47   	 0.36
35 	 155 	 -3.65   	 0.43
40 	 155 	 -3.01   	 0.50
45 	 155 	 -2.48   	 0.56
50 	 155 	 -1.94   	 0.64
55 	 155 	 -1.32   	 0.74
60 	 155 	 -0.61   	 0.87
65 	 155 	 0.16   	 1.04
70 	 155 	 0.93   	 1.24
75 	 155 	 1.60   	 1.45
80 	 155 	 2.13   	 1.63
85 	 155 	 2.46   	 1.76
90 	 155 	 2.57   	 1.81
95 	 155 	 2.45   	 1.76
100 	 155 	 2.12   	 1.63
105 	 155 	 1.60   	 1.45
110 	 155 	 0.92   	 1.24
115 	 155 	 0.15   	 1.04
120 	 155 	 -0.63   	 0.86
125 	 155 	 -1.34   	 0.73
130 	 155 	 -1.95   	 0.64
135 	 155 	 -2.49   	 0.56
140 	 155 	 -3.02   	 0.50
145 	 155 	 -3.65   	 0.43
150 	 155 	 -4.47   	 0.36
155 	 155 	 -5.59   	 0.28
160 	 155 	 -7.13   	 0.19
165 	 155 	 -9.32   	 0.12
170 	 155 	 -12.61   	 0.05
175 	 155 	 -18.48   	 0.01
180 	 155 	 -57.17   	 0.00
0 	 160 	 -57.17   	 0.00
5 	 160 	 -18.59   	 0.01
10 	 160 	 -12.66   	 0.05
15 	 160 	 -9.34   	 0.12
20 	 160 	 -7.14   	 0.19
25 	 160 	 -5.59   	 0.28
30 	 160 	 -4.47   	 0.36
35 	 160 	 -3.64   	 0.43
40 	 160 	 -3.01   	 0.50
45 	 160 	 -2.47   	 0.57
50 	 160 	 -1.94   	 0.64
55 	 160 	 -1.33   	 0.74
60 	 160 	 -0.61   	 0.87
65 	 160 	 0.16   	 1.04
70 	 160 	 0.93   	 1.24
75 	 160 	 1.60   	 1.45
80 	 160 	 2.13   	 1.63
85 	 160 	 2.46   	 1.76
90 	 160 	 2.57   	 1.81
95 	 160 	 2.46   	 1.76
100 	 160 	 2.12   	 1.63
105 	 160 	 1.60   	 1.45
110 	 160 	 0.92   	 1.24
115 	 160 	 0.15   	 1.04
120 	 160 	 -0.63   	 0.86
125 	 160 	 -1.34   	 0.73
130 	 160 	 -1.95   	 0.64
135 	 160 	 -2.48   	 0.56
140 	 160 	 -3.01   	 0.50
145 	 160 	 -3.64   	 0.43
150 	 160 	 -4.46   	 0.36
155 	 160 	 -5.57   	 0.28
160 	 160 	 -7.12   	 0.19
165 	 160 	 -9.31   	 0.12
170 	 160 	 -12.60   	 0.05
175 	 160 	 -18.46   	 0.01
180 	 160 	 -57.17   	 0.00
0 	 165 	 -57.17   	 0.00
5 	 165 	 -18.58   	 0.01
10 	 165 	 -12.65   	 0.05
15 	 165 	 -9.33   	 0.12
20 	 165 	 -7.13   	 0.19
25 	 165 	 -5.58   	 0.28
30 	 165 	 -4.46   	 0.36
35 	 165 	 -3.64   	 0.43
40 	 165 	 -3.01   	 0.50
45 	 165 	 -2.47   	 0.57
50 	 165 	 -1.94   	 0.64
55 	 165 	 -1.33   	 0.74
60 	 165 	 -0.61   	 0.87
65 	 165 	 0.16   	 1.04
70 	 165 	 0.93   	 1.24
75 	 165 	 1.60   	 1.45
80 	 165 	 2.13   	 1.63
85 	 165 	 2.46   	 1.76
90 	 165 	 2.57   	 1.81
95 	 165 	 2.46   	 1.76
100 	 165 	 2.12   	 1.63
105 	 165 	 1.60   	 1.45
110 	 165 	 0.92   	 1.24
115 	 165 	 0.15   	 1.04
120 	 165 	 -0.63   	 0.86
125 	 165 	 -1.34   	 0.73
130 	 165 	 -1.95   	 0.64
135 	 165 	 -2.48   	 0.56
140 	 165 	 -3.01   	 0.50
145 	 165 	 -3.63   	 0.43
150 	 165 	 -4.45   	 0.36
155 	 165 	 -5.57   	 0.28
160 	 165 	 -7.11   	 0.19
165 	 165 	 -9.30   	 0.12
170 	 165 	 -12.59   	 0.06
175 	 165 	 -18.45   	 0.01
180 	 165 	 -57.17   	 0.00
0 	 170 	 -57.17   	 0.00
5 	 170 	 -18.58   	 0.01
10 	 170 	 -12.65   	 0.05
15 	 170 	 -9.33   	 0.12
20 	 170 	 -7.13   	 0.19
25 	 170 	 -5.58   	 0.28
30 	 170 	 -4.46   	 0.36
35 	 170 	 -3.63   	 0.43
40 	 170 	 -3.00   	 0.50
45 	 170 	 -2.47   	 0.57
50 	 170 	 -1.94   	 0.64
55 	 170 	 -1.33   	 0.74
60 	 170 	 -0.62   	 0.87
65 	 170 	 0.16   	 1.04
70 	 170 	 0.93   	 1.24
75 	 170 	 1.60   	 1.45
80 	 170 	 2.13   	 1.63
85 	 170 	 2.46   	 1.76
90 	 170 	 2.57   	 1.81
95 	 170 	 2.46   	 1.76
100 	 170 	 2.13   	 1.63
105 	 170 	 1.60   	 1.45
110 	 170 	 0.92   	 1.24
115 	 170 	 0.15   	 1.04
120 	 170 	 -0.63   	 0.86
125 	 170 	 -1.34   	 0.73
130 	 170 	 -1.95   	 0.64
135 	 170 	 -2.47   	 0.57
140 	 170 	 -3.00   	 0.50
145 	 170 	 -3.63   	 0.43
150 	 170 	 -4.44   	 0.36
155 	 170 	 -5.56   	 0.28
160 	 170 	 -7.10   	 0.19
165 	 170 	 -9.29   	 0.12
170 	 170 	 -12.58   	 0.06
175 	 170 	 -18.44   	 0.01
180 	 170 	 -57.17   	 0.00
0 	 175 	 -57.17   	 0.00
5 	 175 	 -18.58   	 0.01
10 	 175 	 -12.65   	 0.05
15 	 175 	 -9.33   	 0.12
20 	 175 	 -7.13   	 0.19
25 	 175 	 -5.57   	 0.28
30 	 175 	 -4.46   	 0.36
35 	 175 	 -3.63   	 0.43
40 	 175 	 -3.00   	 0.50
45 	 175 	 -2.47   	 0.57
50 	 175 	 -1.94   	 0.64
55 	 175 	 -1.33   	 0.74
60 	 175 	 -0.62   	 0.87
65 	 175 	 0.16   	 1.04
70 	 175 	 0.93   	 1.24
75 	 175 	 1.60   	 1.45
80 	 175 	 2.13   	 1.63
85 	 175 	 2.46   	 1.76
90 	 175 	 2.57   	 1.81
95 	 175 	 2.46   	 1.76
100 	 175 	 2.13   	 1.63
105 	 175 	 1.60   	 1.45
110 	 175 	 0.92   	 1.24
115 	 175 	 0.15   	 1.04
120 	 175 	 -0.62   	 0.87
125 	 175 	 -1.34   	 0.73
130 	 175 	 -1.94   	 0.64
135 	 175 	 -2.47   	 0.57
140 	 175 	 -3.00   	 0.50
145 	 175 	 -3.62   	 0.43
150 	 175 	 -4.44   	 0.36
155 	 175 	 -5.55   	 0.28
160 	 175 	 -7.09   	 0.20
165 	 175 	 -9.28   	 0.12
170 	 175 	 -12.58   	 0.06
175 	 175 	 -18.44   	 0.01
180 	 175 	 -57.17   	 0.00
0 	 180 	 -57.17   	 0.00
5 	 180 	 -18.58   	 0.01
10 	 180 	 -12.65   	 0.05
15 	 180 	 -9.33   	 0.12
20 	 180 	 -7.13   	 0.19
25 	 180 	 -5.57   	 0.28
30 	 180 	 -4.46   	 0.36
35 	 180 	 -3.63   	 0.43
40 	 180 	 -3.00   	 0.50
45 	 180 	 -2.47   	 0.57
50 	 180 	 -1.94   	 0.64
55 	 180 	 -1.33   	 0.74
60 	 180 	 -0.62   	 0.87
65 	 180 	 0.16   	 1.04
70 	 180 	 0.92   	 1.24
75 	 180 	 1.60   	 1.45
80 	 180 	 2.13   	 1.63
85 	 180 	 2.46   	 1.76
90 	 180 	 2.57   	 1.81
95 	 180 	 2.46   	 1.76
100 	 180 	 2.13   	 1.63
105 	 180 	 1.60   	 1.45
110 	 180 	 0.92   	 1.24
115 	 180 	 0.15   	 1.04
120 	 180 	 -0.62   	 0.87
125 	 180 	 -1.33   	 0.74
130 	 180 	 -1.94   	 0.64
135 	 180 	 -2.47   	 0.57
140 	 180 	 -3.00   	 0.50
145 	 180 	 -3.62   	 0.43
150 	 180 	 -4.44   	 0.36
155 	 180 	 -5.55   	 0.28
160 	 180 	 -7.09   	 0.20
165 	 180 	 -9.28   	 0.12
170 	 180 	 -12.58   	 0.06
175 	 180 	 -18.43   	 0.01
180 	 180 	 -57.17   	 0.00
0 	 185 	 -57.17   	 0.00
5 	 185 	 -18.58   	 0.01
10 	 185 	 -12.65   	 0.05
15 	 185 	 -9.33   	 0.12
20 	 185 	 -7.13   	 0.19
25 	 185 	 -5.58   	 0.28
30 	 185 	 -4.46   	 0.36
35 	 185 	 -3.64   	 0.43
40 	 185 	 -3.01   	 0.50
45 	 185 	 -2.48   	 0.56
50 	 185 	 -1.94   	 0.64
55 	 185 	 -1.33   	 0.74
60 	 185 	 -0.62   	 0.87
65 	 185 	 0.16   	 1.04
70 	 185 	 0.92   	 1.24
75 	 185 	 1.60   	 1.45
80 	 185 	 2.13   	 1.63
85 	 185 	 2.46   	 1.76
90 	 185 	 2.57   	 1.81
95 	 185 	 2.46   	 1.76
100 	 185 	 2.13   	 1.63
105 	 185 	 1.60   	 1.45
110 	 185 	 0.92   	 1.24
115 	 185 	 0.15   	 1.04
120 	 185 	 -0.62   	 0.87
125 	 185 	 -1.33   	 0.74
130 	 185 	 -1.94   	 0.64
135 	 185 	 -2.47   	 0.57
140 	 185 	 -3.00   	 0.50
145 	 185 	 -3.62   	 0.43
150 	 185 	 -4.44   	 0.36
155 	 185 	 -5.55   	 0.28
160 	 185 	 -7.09   	 0.20
165 	 185 	 -9.28   	 0.12
170 	 185 	 -12.58   	 0.06
175 	 185 	 -18.43   	 0.01
180 	 185 	 -57.17   	 0.00
0 	 190 	 -57.17   	 0.00
5 	 190 	 -18.58   	 0.01
10 	 190 	 -12.65   	 0.05
15 	 190 	 -9.33   	 0.12
20 	 190 	 -7.13   	 0.19
25 	 190 	 -5.58   	 0.28
30 	 190 	 -4.46   	 0.36
35 	 190 	 -3.64   	 0.43
40 	 190 	 -3.01   	 0.50
45 	 190 	 -2.48   	 0.56
50 	 190 	 -1.95   	 0.64
55 	 190 	 -1.33   	 0.74
60 	 190 	 -0.62   	 0.87
65 	 190 	 0.15   	 1.04
70 	 190 	 0.92   	 1.24
75 	 190 	 1.60   	 1.45
80 	 190 	 2.13   	 1.63
85 	 190 	 2.46   	 1.76
90 	 190 	 2.57   	 1.81
95 	 190 	 2.46   	 1.76
100 	 190 	 2.13   	 1.63
105 	 190 	 1.60   	 1.45
110 	 190 	 0.92   	 1.24
115 	 190 	 0.15   	 1.04
120 	 190 	 -0.62   	 0.87
125 	 190 	 -1.33   	 0.74
130 	 190 	 -1.94   	 0.64
135 	 190 	 -2.47   	 0.57
140 	 190 	 -3.00   	 0.50
145 	 190 	 -3.62   	 0.43
150 	 190 	 -4.44   	 0.36
155 	 190 	 -5.55   	 0.28
160 	 190 	 -7.09   	 0.20
165 	 190 	 -9.28   	 0.12
170 	 190 	 -12.58   	 0.06
175 	 190 	 -18.44   	 0.01
180 	 190 	 -57.17   	 0.00
0 	 195 	 -57.17   	 0.00
5 	 195 	 -18.59   	 0.01
10 	 195 	 -12.66   	 0.05
15 	 195 	 -9.34   	 0.12
20 	 195 	 -7.14   	 0.19
25 	 195 	 -5.59   	 0.28
30 	 195 	 -4.47   	 0.36
35 	 195 	 -3.65   	 0.43
40 	 195 	 -3.02   	 0.50
45 	 195 	 -2.48   	 0.56
50 	 195 	 -1.95   	 0.64
55 	 195 	 -1.33   	 0.74
60 	 195 	 -0.62   	 0.87
65 	 195 	 0.15   	 1.04
70 	 195 	 0.92   	 1.24
75 	 195 	 1.60   	 1.45
80 	 195 	 2.13   	 1.63
85 	 195 	 2.46   	 1.76
90 	 195 	 2.57   	 1.81
95 	 195 	 2.46   	 1.76
100 	 195 	 2.13   	 1.63
105 	 195 	 1.60   	 1.45
110 	 195 	 0.92   	 1.24
115 	 195 	 0.15   	 1.04
120 	 195 	 -0.62   	 0.87
125 	 195 	 -1.33   	 0.74
130 	 195 	 -1.94   	 0.64
135 	 195 	 -2.47   	 0.57
140 	 195 	 -3.00   	 0.50
145 	 195 	 -3.62   	 0.43
150 	 195 	 -4.44   	 0.36
155 	 195 	 -5.56   	 0.28
160 	 195 	 -7.10   	 0.19
165 	 195 	 -9.29   	 0.12
170 	 195 	 -12.58   	 0.06
175 	 195 	 -18.44   	 0.01
180 	 195 	 -57.17   	 0.00
0 	 200 	 -57.17   	 0.00
5 	 200 	 -18.60   	 0.01
10 	 200 	 -12.67   	 0.05
15 	 200 	 -9.35   	 0.12
20 	 200 	 -7.15   	 0.19
25 	 200 	 -5.60   	 0.28
30 	 200 	 -4.48   	 0.36
35 	 200 	 -3.65   	 0.43
40 	 200 	 -3.02   	 0.50
45 	 200 	 -2.49   	 0.56
50 	 200 	 -1.95   	 0.64
55 	 200 	 -1.34   	 0.73
60 	 200 	 -0.62   	 0.87
65 	 200 	 0.15   	 1.04
70 	 200 	 0.92   	 1.24
75 	 200 	 1.60   	 1.45
80 	 200 	 2.13   	 1.63
85 	 200 	 2.46   	 1.76
90 	 200 	 2.57   	 1.81
95 	 200 	 2.46   	 1.76
100 	 200 	 2.13   	 1.63
105 	 200 	 1.60   	 1.45
110 	 200 	 0.92   	 1.24
115 	 200 	 0.16   	 1.04
120 	 200 	 -0.62   	 0.87
125 	 200 	 -1.33   	 0.74
130 	 200 	 -1.94   	 0.64
135 	 200 	 -2.47   	 0.57
140 	 200 	 -3.00   	 0.50
145 	 200 	 -3.63   	 0.43
150 	 200 	 -4.45   	 0.36
155 	 200 	 -5.56   	 0.28
160 	 200 	 -7.11   	 0.19
165 	 200 	 -9.30   	 0.12
170 	 200 	 -12.59   	 0.06
175 	 200 	 -18.45   	 0.01
180 	 200 	 -57.17   	 0.00
0 	 205 	 -57.17   	 0.00
5 	 205 	 -18.61   	 0.01
10 	 205 	 -12.68   	 0.05
15 	 205 	 -9.36   	 0.12
20 	 205 	 -7.16   	 0.19
25 	 205 	 -5.61   	 0.27
30 	 205 	 -4.49   	 0.36
35 	 205 	 -3.66   	 0.43
40 	 205 	 -3.03   	 0.50
45 	 205 	 -2.49   	 0.56
50 	 205 	 -1.95   	 0.64
55 	 205 	 -1.34   	 0.73
60 	 205 	 -0.62   	 0.87
65 	 205 	 0.15   	 1.04
70 	 205 	 0.92   	 1.24
75 	 205 	 1.60   	 1.45
80 	 205 	 2.12   	 1.63
85 	 205 	 2.45   	 1.76
90 	 205 	 2.57   	 1.81
95 	 205 	 2.45   	 1.76
100 	 205 	 2.12   	 1.63
105 	 205 	 1.60   	 1.45
110 	 205 	 0.92   	 1.24
115 	 205 	 0.16   	 1.04
120 	 205 	 -0.62   	 0.87
125 	 205 	 -1.33   	 0.74
130 	 205 	 -1.94   	 0.64
135 	 205 	 -2.47   	 0.57
140 	 205 	 -3.01   	 0.50
145 	 205 	 -3.64   	 0.43
150 	 205 	 -4.46   	 0.36
155 	 205 	 -5.57   	 0.28
160 	 205 	 -7.12   	 0.19
165 	 205 	 -9.31   	 0.12
170 	 205 	 -12.60   	 0.05
175 	 205 	 -18.46   	 0.01
180 	 205 	 -57.17   	 0.00
0 	 210 	 -57.17   	 0.00
5 	 210 	 -18.62   	 0.01
10 	 210 	 -12.69   	 0.05
15 	 210 	 -9.37   	 0.12
20 	 210 	 -7.17   	 0.19
25 	 210 	 -5.62   	 0.27
30 	 210 	 -4.50   	 0.35
35 	 210 	 -3.67   	 0.43
40 	 210 	 -3.03   	 0.50
45 	 210 	 -2.49   	 0.56
50 	 210 	 -1.95   	 0.64
55 	 210 	 -1.34   	 0.73
60 	 210 	 -0.62   	 0.87
65 	 210 	 0.15   	 1.04
70 	 210 	 0.92   	 1.24
75 	 210 	 1.60   	 1.45
80 	 210 	 2.12   	 1.63
85 	 210 	 2.45   	 1.76
90 	 210 	 2.56   	 1.80
95 	 210 	 2.45   	 1.76
100 	 210 	 2.12   	 1.63
105 	 210 	 1.60   	 1.45
110 	 210 	 0.92   	 1.24
115 	 210 	 0.16   	 1.04
120 	 210 	 -0.61   	 0.87
125 	 210 	 -1.33   	 0.74
130 	 210 	 -1.94   	 0.64
135 	 210 	 -2.48   	 0.56
140 	 210 	 -3.01   	 0.50
145 	 210 	 -3.65   	 0.43
150 	 210 	 -4.47   	 0.36
155 	 210 	 -5.58   	 0.28
160 	 210 	 -7.13   	 0.19
165 	 210 	 -9.32   	 0.12
170 	 210 	 -12.62   	 0.05
175 	 210 	 -18.48   	 0.01
180 	 210 	 -57.17   	 0.00
0 	 215 	 -57.17   	 0.00
5 	 215 	 -18.63   	 0.01
10 	 215 	 -12.70   	 0.05
15 	 215 	 -9.38   	 0.12
20 	 215 	 -7.18   	 0.19
25 	 215 	 -5.63   	 0.27
30 	 215 	 -4.51   	 0.35
35 	 215 	 -3.68   	 0.43
40 	 215 	 -3.04   	 0.50
45 	 215 	 -2.50   	 0.56
50 	 215 	 -1.96   	 0.64
55 	 215 	 -1.34   	 0.73
60 	 215 	 -0.62   	 0.87
65 	 215 	 0.15   	 1.04
70 	 215 	 0.92   	 1.24
75 	 215 	 1.60   	 1.45
80 	 215 	 2.12   	 1.63
85 	 215 	 2.45   	 1.76
90 	 215 	 2.56   	 1.80
95 	 215 	 2.45   	 1.76
100 	 215 	 2.12   	 1.63
105 	 215 	 1.60   	 1.45
110 	 215 	 0.92   	 1.24
115 	 215 	 0.16   	 1.04
120 	 215 	 -0.61   	 0.87
125 	 215 	 -1.33   	 0.74
130 	 215 	 -1.94   	 0.64
135 	 215 	 -2.48   	 0.56
140 	 215 	 -3.02   	 0.50
145 	 215 	 -3.66   	 0.43
150 	 215 	 -4.48   	 0.36
155 	 215 	 -5.60   	 0.28
160 	 215 	 -7.14   	 0.19
165 	 215 	 -9.33   	 0.12
170 	 215 	 -12.63   	 0.05
175 	 215 	 -18.49   	 0.01
180 	 215 	 -57.17   	 0.00
0 	 220 	 -57.17   	 0.00
5 	 220 	 -18.64   	 0.01
10 	 220 	 -12.71   	 0.05
15 	 220 	 -9.40   	 0.11
20 	 220 	 -7.19   	 0.19
25 	 220 	 -5.64   	 0.27
30 	 220 	 -4.52   	 0.35
35 	 220 	 -3.69   	 0.43
40 	 220 	 -3.05   	 0.50
45 	 220 	 -2.51   	 0.56
50 	 220 	 -1.96   	 0.64
55 	 220 	 -1.34   	 0.73
60 	 220 	 -0.62   	 0.87
65 	 220 	 0.16   	 1.04
70 	 220 	 0.92   	 1.24
75 	 220 	 1.60   	 1.45
80 	 220 	 2.12   	 1.63
85 	 220 	 2.45   	 1.76
90 	 220 	 2.56   	 1.80
95 	 220 	 2.45   	 1.76
100 	 220 	 2.12   	 1.63
105 	 220 	 1.60   	 1.45
110 	 220 	 0.92   	 1.24
115 	 220 	 0.16   	 1.04
120 	 220 	 -0.61   	 0.87
125 	 220 	 -1.33   	 0.74
130 	 220 	 -1.95   	 0.64
135 	 220 	 -2.49   	 0.56
140 	 220 	 -3.03   	 0.50
145 	 220 	 -3.67   	 0.43
150 	 220 	 -4.49   	 0.36
155 	 220 	 -5.61   	 0.27
160 	 220 	 -7.16   	 0.19
165 	 220 	 -9.35   	 0.12
170 	 220 	 -12.65   	 0.05
175 	 220 	 -18.51   	 0.01
180 	 220 	 -57.17   	 0.00
0 	 225 	 -57.17   	 0.00
5 	 225 	 -18.65   	 0.01
10 	 225 	 -12.73   	 0.05
15 	 225 	 -9.41   	 0.11
20 	 225 	 -7.21   	 0.19
25 	 225 	 -5.65   	 0.27
30 	 225 	 -4.53   	 0.35
35 	 225 	 -3.70   	 0.43
40 	 225 	 -3.06   	 0.49
45 	 225 	 -2.51   	 0.56
50 	 225 	 -1.96   	 0.64
55 	 225 	 -1.34   	 0.73
60 	 225 	 -0.62   	 0.87
65 	 225 	 0.16   	 1.04
70 	 225 	 0.92   	 1.24
75 	 225 	 1.59   	 1.44
80 	 225 	 2.11   	 1.63
85 	 225 	 2.44   	 1.75
90 	 225 	 2.55   	 1.80
95 	 225 	 2.44   	 1.75
100 	 225 	 2.12   	 1.63
105 	 225 	 1.60   	 1.45
110 	 225 	 0.92   	 1.24
115 	 225 	 0.16   	 1.04
120 	 225 	 -0.61   	 0.87
125 	 225 	 -1.33   	 0.74
130 	 225 	 -1.95   	 0.64
135 	 225 	 -2.50   	 0.56
140 	 225 	 -3.04   	 0.50
145 	 225 	 -3.68   	 0.43
150 	 225 	 -4.51   	 0.35
155 	 225 	 -5.62   	 0.27
160 	 225 	 -7.17   	 0.19
165 	 225 	 -9.36   	 0.12
170 	 225 	 -12.66   	 0.05
175 	 225 	 -18.53   	 0.01
180 	 225 	 -57.17   	 0.00
0 	 230 	 -57.17   	 0.00
5 	 230 	 -18.66   	 0.01
10 	 230 	 -12.74   	 0.05
15 	 230 	 -9.42   	 0.11
20 	 230 	 -7.22   	 0.19
25 	 230 	 -5.67   	 0.27
30 	 230 	 -4.54   	 0.35
35 	 230 	 -3.71   	 0.43
40 	 230 	 -3.07   	 0.49
45 	 230 	 -2.52   	 0.56
50 	 230 	 -1.97   	 0.64
55 	 230 	 -1.34   	 0.73
60 	 230 	 -0.62   	 0.87
65 	 230 	 0.16   	 1.04
70 	 230 	 0.92   	 1.24
75 	 230 	 1.59   	 1.44
80 	 230 	 2.11   	 1.63
85 	 230 	 2.44   	 1.75
90 	 230 	 2.55   	 1.80
95 	 230 	 2.44   	 1.75
100 	 230 	 2.11   	 1.63
105 	 230 	 1.59   	 1.44
110 	 230 	 0.92   	 1.24
115 	 230 	 0.16   	 1.04
120 	 230 	 -0.61   	 0.87
125 	 230 	 -1.33   	 0.74
130 	 230 	 -1.95   	 0.64
135 	 230 	 -2.50   	 0.56
140 	 230 	 -3.05   	 0.50
145 	 230 	 -3.69   	 0.43
150 	 230 	 -4.52   	 0.35
155 	 230 	 -5.64   	 0.27
160 	 230 	 -7.19   	 0.19
165 	 230 	 -9.38   	 0.12
170 	 230 	 -12.68   	 0.05
175 	 230 	 -18.55   	 0.01
180 	 230 	 -57.17   	 0.00
0 	 235 	 -57.17   	 0.00
5 	 235 	 -18.67   	 0.01
10 	 235 	 -12.75   	 0.05
15 	 235 	 -9.43   	 0.11
20 	 235 	 -7.23   	 0.19
25 	 235 	 -5.68   	 0.27
30 	 235 	 -4.55   	 0.35
35 	 235 	 -3.72   	 0.42
40 	 235 	 -3.08   	 0.49
45 	 235 	 -2.52   	 0.56
50 	 235 	 -1.97   	 0.64
55 	 235 	 -1.34   	 0.73
60 	 235 	 -0.62   	 0.87
65 	 235 	 0.16   	 1.04
70 	 235 	 0.92   	 1.24
75 	 235 	 1.59   	 1.44
80 	 235 	 2.11   	 1.63
85 	 235 	 2.44   	 1.75
90 	 235 	 2.55   	 1.80
95 	 235 	 2.44   	 1.75
100 	 235 	 2.11   	 1.63
105 	 235 	 1.59   	 1.44
110 	 235 	 0.92   	 1.24
115 	 235 	 0.16   	 1.04
120 	 235 	 -0.61   	 0.87
125 	 235 	 -1.33   	 0.74
130 	 235 	 -1.96   	 0.64
135 	 235 	 -2.51   	 0.56
140 	 235 	 -3.06   	 0.49
145 	 235 	 -3.70   	 0.43
150 	 235 	 -4.53   	 0.35
155 	 235 	 -5.65   	 0.27
160 	 235 	 -7.20   	 0.19
165 	 235 	 -9.39   	 0.12
170 	 235 	 -12.70   	 0.05
175 	 235 	 -18.57   	 0.01
180 	 235 	 -57.17   	 0.00
0 	 240 	 -57.17   	 0.00
5 	 240 	 -18.67   	 0.01
10 	 240 	 -12.76   	 0.05
15 	 240 	 -9.44   	 0.11
20 	 240 	 -7.24   	 0.19
25 	 240 	 -5.69   	 0.27
30 	 240 	 -4.56   	 0.35
35 	 240 	 -3.73   	 0.42
40 	 240 	 -3.08   	 0.49
45 	 240 	 -2.53   	 0.56
50 	 240 	 -1.97   	 0.64
55 	 240 	 -1.34   	 0.73
60 	 240 	 -0.62   	 0.87
65 	 240 	 0.16   	 1.04
70 	 240 	 0.92   	 1.24
75 	 240 	 1.59   	 1.44
80 	 240 	 2.11   	 1.63
85 	 240 	 2.43   	 1.75
90 	 240 	 2.54   	 1.79
95 	 240 	 2.43   	 1.75
100 	 240 	 2.11   	 1.63
105 	 240 	 1.59   	 1.44
110 	 240 	 0.92   	 1.24
115 	 240 	 0.16   	 1.04
120 	 240 	 -0.61   	 0.87
125 	 240 	 -1.33   	 0.74
130 	 240 	 -1.96   	 0.64
135 	 240 	 -2.52   	 0.56
140 	 240 	 -3.07   	 0.49
145 	 240 	 -3.72   	 0.42
150 	 240 	 -4.55   	 0.35
155 	 240 	 -5.67   	 0.27
160 	 240 	 -7.22   	 0.19
165 	 240 	 -9.41   	 0.11
170 	 240 	 -12.71   	 0.05
175 	 240 	 -18.59   	 0.01
180 	 240 	 -57.17   	 0.00
0 	 245 	 -57.17   	 0.00
5 	 245 	 -18.68   	 0.01
10 	 245 	 -12.77   	 0.05
15 	 245 	 -9.45   	 0.11
