freq : 83.33 MHz
SWR : 1.80
 Theta 	 Phi 	 Gain(dB) 	 Gain 
160 	 355 	 -8.07   	 0.16
165 	 355 	 -10.52   	 0.09
170 	 355 	 -14.02   	 0.04
175 	 355 	 -20.02   	 0.01
180 	 355 	 -999.99   	 0.00
freq : 166.67 MHz
SWR : 1.81
 Theta 	 Phi 	 Gain(dB) 	 Gain 
0 	 0 	 -999.99   	 0.00
5 	 0 	 -20.17   	 0.01
10 	 0 	 -14.17   	 0.04
15 	 0 	 -10.66   	 0.09
20 	 0 	 -8.20   	 0.15
25 	 0 	 -6.30   	 0.23
30 	 0 	 -4.78   	 0.33
35 	 0 	 -3.51   	 0.45
40 	 0 	 -2.44   	 0.57
45 	 0 	 -1.54   	 0.70
50 	 0 	 -0.76   	 0.84
55 	 0 	 -0.10   	 0.98
60 	 0 	 0.45   	 1.11
65 	 0 	 0.91   	 1.23
70 	 0 	 1.28   	 1.34
75 	 0 	 1.57   	 1.44
80 	 0 	 1.77   	 1.50
85 	 0 	 1.89   	 1.55
90 	 0 	 1.93   	 1.56
95 	 0 	 1.89   	 1.55
100 	 0 	 1.77   	 1.50
105 	 0 	 1.57   	 1.44
110 	 0 	 1.28   	 1.34
115 	 0 	 0.91   	 1.23
120 	 0 	 0.45   	 1.11
125 	 0 	 -0.10   	 0.98
130 	 0 	 -0.76   	 0.84
135 	 0 	 -1.54   	 0.70
140 	 0 	 -2.44   	 0.57
145 	 0 	 -3.51   	 0.45
150 	 0 	 -4.78   	 0.33
155 	 0 	 -6.30   	 0.23
160 	 0 	 -8.20   	 0.15
165 	 0 	 -10.66   	 0.09
170 	 0 	 -14.17   	 0.04
175 	 0 	 -20.17   	 0.01
180 	 0 	 -999.99   	 0.00
0 	 5 	 -999.99   	 0.00
5 	 5 	 -20.17   	 0.01
10 	 5 	 -14.17   	 0.04
15 	 5 	 -10.66   	 0.09
20 	 5 	 -8.20   	 0.15
25 	 5 	 -6.30   	 0.23
30 	 5 	 -4.78   	 0.33
35 	 5 	 -3.51   	 0.45
40 	 5 	 -2.44   	 0.57
45 	 5 	 -1.54   	 0.70
50 	 5 	 -0.76   	 0.84
55 	 5 	 -0.10   	 0.98
60 	 5 	 0.45   	 1.11
65 	 5 	 0.91   	 1.23
70 	 5 	 1.28   	 1.34
75 	 5 	 1.57   	 1.44
80 	 5 	 1.77   	 1.50
85 	 5 	 1.89   	 1.55
90 	 5 	 1.93   	 1.56
95 	 5 	 1.89   	 1.55
100 	 5 	 1.77   	 1.50
105 	 5 	 1.57   	 1.44
110 	 5 	 1.28   	 1.34
115 	 5 	 0.91   	 1.23
120 	 5 	 0.45   	 1.11
125 	 5 	 -0.10   	 0.98
130 	 5 	 -0.76   	 0.84
135 	 5 	 -1.54   	 0.70
140 	 5 	 -2.44   	 0.57
145 	 5 	 -3.51   	 0.45
150 	 5 	 -4.78   	 0.33
155 	 5 	 -6.30   	 0.23
160 	 5 	 -8.20   	 0.15
165 	 5 	 -10.66   	 0.09
170 	 5 	 -14.17   	 0.04
175 	 5 	 -20.17   	 0.01
180 	 5 	 -999.99   	 0.00
0 	 10 	 -999.99   	 0.00
5 	 10 	 -20.17   	 0.01
10 	 10 	 -14.17   	 0.04
15 	 10 	 -10.66   	 0.09
20 	 10 	 -8.20   	 0.15
25 	 10 	 -6.30   	 0.23
30 	 10 	 -4.78   	 0.33
35 	 10 	 -3.51   	 0.45
40 	 10 	 -2.44   	 0.57
45 	 10 	 -1.54   	 0.70
50 	 10 	 -0.76   	 0.84
55 	 10 	 -0.10   	 0.98
60 	 10 	 0.45   	 1.11
65 	 10 	 0.91   	 1.23
70 	 10 	 1.28   	 1.34
75 	 10 	 1.57   	 1.44
80 	 10 	 1.77   	 1.50
85 	 10 	 1.89   	 1.55
90 	 10 	 1.93   	 1.56
95 	 10 	 1.89   	 1.55
100 	 10 	 1.77   	 1.50
105 	 10 	 1.57   	 1.44
110 	 10 	 1.28   	 1.34
115 	 10 	 0.91   	 1.23
120 	 10 	 0.45   	 1.11
125 	 10 	 -0.10   	 0.98
130 	 10 	 -0.76   	 0.84
135 	 10 	 -1.54   	 0.70
140 	 10 	 -2.44   	 0.57
145 	 10 	 -3.51   	 0.45
150 	 10 	 -4.78   	 0.33
155 	 10 	 -6.30   	 0.23
160 	 10 	 -8.20   	 0.15
165 	 10 	 -10.66   	 0.09
170 	 10 	 -14.17   	 0.04
175 	 10 	 -20.17   	 0.01
180 	 10 	 -999.99   	 0.00
0 	 15 	 -999.99   	 0.00
5 	 15 	 -20.17   	 0.01
10 	 15 	 -14.17   	 0.04
15 	 15 	 -10.66   	 0.09
20 	 15 	 -8.20   	 0.15
25 	 15 	 -6.30   	 0.23
30 	 15 	 -4.78   	 0.33
35 	 15 	 -3.51   	 0.45
40 	 15 	 -2.44   	 0.57
45 	 15 	 -1.54   	 0.70
50 	 15 	 -0.76   	 0.84
55 	 15 	 -0.10   	 0.98
60 	 15 	 0.45   	 1.11
65 	 15 	 0.91   	 1.23
70 	 15 	 1.28   	 1.34
75 	 15 	 1.57   	 1.44
80 	 15 	 1.77   	 1.50
85 	 15 	 1.89   	 1.55
90 	 15 	 1.93   	 1.56
95 	 15 	 1.89   	 1.55
100 	 15 	 1.77   	 1.50
105 	 15 	 1.57   	 1.44
110 	 15 	 1.28   	 1.34
115 	 15 	 0.91   	 1.23
120 	 15 	 0.45   	 1.11
125 	 15 	 -0.10   	 0.98
130 	 15 	 -0.76   	 0.84
135 	 15 	 -1.54   	 0.70
140 	 15 	 -2.44   	 0.57
145 	 15 	 -3.51   	 0.45
150 	 15 	 -4.78   	 0.33
155 	 15 	 -6.30   	 0.23
160 	 15 	 -8.20   	 0.15
165 	 15 	 -10.66   	 0.09
170 	 15 	 -14.17   	 0.04
175 	 15 	 -20.17   	 0.01
180 	 15 	 -999.99   	 0.00
0 	 20 	 -999.99   	 0.00
5 	 20 	 -20.17   	 0.01
10 	 20 	 -14.17   	 0.04
15 	 20 	 -10.66   	 0.09
20 	 20 	 -8.20   	 0.15
25 	 20 	 -6.30   	 0.23
30 	 20 	 -4.78   	 0.33
35 	 20 	 -3.51   	 0.45
40 	 20 	 -2.44   	 0.57
45 	 20 	 -1.54   	 0.70
50 	 20 	 -0.76   	 0.84
55 	 20 	 -0.10   	 0.98
60 	 20 	 0.45   	 1.11
65 	 20 	 0.91   	 1.23
70 	 20 	 1.28   	 1.34
75 	 20 	 1.57   	 1.44
80 	 20 	 1.77   	 1.50
85 	 20 	 1.89   	 1.55
90 	 20 	 1.93   	 1.56
95 	 20 	 1.89   	 1.55
100 	 20 	 1.77   	 1.50
105 	 20 	 1.57   	 1.44
110 	 20 	 1.28   	 1.34
115 	 20 	 0.91   	 1.23
120 	 20 	 0.45   	 1.11
125 	 20 	 -0.10   	 0.98
130 	 20 	 -0.76   	 0.84
135 	 20 	 -1.54   	 0.70
140 	 20 	 -2.44   	 0.57
145 	 20 	 -3.51   	 0.45
150 	 20 	 -4.78   	 0.33
155 	 20 	 -6.30   	 0.23
160 	 20 	 -8.20   	 0.15
165 	 20 	 -10.66   	 0.09
170 	 20 	 -14.17   	 0.04
175 	 20 	 -20.17   	 0.01
180 	 20 	 -999.99   	 0.00
0 	 25 	 -999.99   	 0.00
5 	 25 	 -20.17   	 0.01
10 	 25 	 -14.17   	 0.04
15 	 25 	 -10.66   	 0.09
20 	 25 	 -8.20   	 0.15
25 	 25 	 -6.30   	 0.23
30 	 25 	 -4.78   	 0.33
35 	 25 	 -3.51   	 0.45
40 	 25 	 -2.44   	 0.57
45 	 25 	 -1.54   	 0.70
50 	 25 	 -0.76   	 0.84
55 	 25 	 -0.10   	 0.98
60 	 25 	 0.45   	 1.11
65 	 25 	 0.91   	 1.23
70 	 25 	 1.28   	 1.34
75 	 25 	 1.57   	 1.44
80 	 25 	 1.77   	 1.50
85 	 25 	 1.89   	 1.55
90 	 25 	 1.93   	 1.56
95 	 25 	 1.89   	 1.55
100 	 25 	 1.77   	 1.50
105 	 25 	 1.57   	 1.44
110 	 25 	 1.28   	 1.34
115 	 25 	 0.91   	 1.23
120 	 25 	 0.45   	 1.11
125 	 25 	 -0.10   	 0.98
130 	 25 	 -0.76   	 0.84
135 	 25 	 -1.54   	 0.70
140 	 25 	 -2.44   	 0.57
145 	 25 	 -3.51   	 0.45
150 	 25 	 -4.78   	 0.33
155 	 25 	 -6.30   	 0.23
160 	 25 	 -8.20   	 0.15
165 	 25 	 -10.66   	 0.09
170 	 25 	 -14.17   	 0.04
175 	 25 	 -20.17   	 0.01
180 	 25 	 -999.99   	 0.00
0 	 30 	 -999.99   	 0.00
5 	 30 	 -20.17   	 0.01
10 	 30 	 -14.17   	 0.04
15 	 30 	 -10.66   	 0.09
20 	 30 	 -8.20   	 0.15
25 	 30 	 -6.30   	 0.23
30 	 30 	 -4.78   	 0.33
35 	 30 	 -3.51   	 0.45
40 	 30 	 -2.44   	 0.57
45 	 30 	 -1.54   	 0.70
50 	 30 	 -0.76   	 0.84
55 	 30 	 -0.10   	 0.98
60 	 30 	 0.45   	 1.11
65 	 30 	 0.91   	 1.23
70 	 30 	 1.28   	 1.34
75 	 30 	 1.57   	 1.44
80 	 30 	 1.77   	 1.50
85 	 30 	 1.89   	 1.55
90 	 30 	 1.93   	 1.56
95 	 30 	 1.89   	 1.55
100 	 30 	 1.77   	 1.50
105 	 30 	 1.57   	 1.44
110 	 30 	 1.28   	 1.34
115 	 30 	 0.91   	 1.23
120 	 30 	 0.45   	 1.11
125 	 30 	 -0.10   	 0.98
130 	 30 	 -0.76   	 0.84
135 	 30 	 -1.54   	 0.70
140 	 30 	 -2.44   	 0.57
145 	 30 	 -3.51   	 0.45
150 	 30 	 -4.78   	 0.33
155 	 30 	 -6.30   	 0.23
160 	 30 	 -8.20   	 0.15
165 	 30 	 -10.66   	 0.09
170 	 30 	 -14.17   	 0.04
175 	 30 	 -20.17   	 0.01
180 	 30 	 -999.99   	 0.00
0 	 35 	 -999.99   	 0.00
5 	 35 	 -20.17   	 0.01
10 	 35 	 -14.17   	 0.04
15 	 35 	 -10.66   	 0.09
20 	 35 	 -8.20   	 0.15
25 	 35 	 -6.30   	 0.23
30 	 35 	 -4.78   	 0.33
35 	 35 	 -3.51   	 0.45
40 	 35 	 -2.44   	 0.57
45 	 35 	 -1.54   	 0.70
50 	 35 	 -0.76   	 0.84
55 	 35 	 -0.10   	 0.98
60 	 35 	 0.45   	 1.11
65 	 35 	 0.91   	 1.23
70 	 35 	 1.28   	 1.34
75 	 35 	 1.57   	 1.44
80 	 35 	 1.77   	 1.50
85 	 35 	 1.89   	 1.55
90 	 35 	 1.93   	 1.56
95 	 35 	 1.89   	 1.55
100 	 35 	 1.77   	 1.50
105 	 35 	 1.57   	 1.44
110 	 35 	 1.28   	 1.34
115 	 35 	 0.91   	 1.23
120 	 35 	 0.45   	 1.11
125 	 35 	 -0.10   	 0.98
130 	 35 	 -0.76   	 0.84
135 	 35 	 -1.54   	 0.70
140 	 35 	 -2.44   	 0.57
145 	 35 	 -3.51   	 0.45
150 	 35 	 -4.78   	 0.33
155 	 35 	 -6.30   	 0.23
160 	 35 	 -8.20   	 0.15
165 	 35 	 -10.66   	 0.09
170 	 35 	 -14.17   	 0.04
175 	 35 	 -20.17   	 0.01
180 	 35 	 -999.99   	 0.00
0 	 40 	 -999.99   	 0.00
5 	 40 	 -20.17   	 0.01
10 	 40 	 -14.17   	 0.04
15 	 40 	 -10.66   	 0.09
20 	 40 	 -8.20   	 0.15
25 	 40 	 -6.30   	 0.23
30 	 40 	 -4.78   	 0.33
35 	 40 	 -3.51   	 0.45
40 	 40 	 -2.44   	 0.57
45 	 40 	 -1.54   	 0.70
50 	 40 	 -0.76   	 0.84
55 	 40 	 -0.10   	 0.98
60 	 40 	 0.45   	 1.11
65 	 40 	 0.91   	 1.23
70 	 40 	 1.28   	 1.34
75 	 40 	 1.57   	 1.44
80 	 40 	 1.77   	 1.50
85 	 40 	 1.89   	 1.55
90 	 40 	 1.93   	 1.56
95 	 40 	 1.89   	 1.55
100 	 40 	 1.77   	 1.50
105 	 40 	 1.57   	 1.44
110 	 40 	 1.28   	 1.34
115 	 40 	 0.91   	 1.23
120 	 40 	 0.45   	 1.11
125 	 40 	 -0.10   	 0.98
130 	 40 	 -0.76   	 0.84
135 	 40 	 -1.54   	 0.70
140 	 40 	 -2.44   	 0.57
145 	 40 	 -3.51   	 0.45
150 	 40 	 -4.78   	 0.33
155 	 40 	 -6.30   	 0.23
160 	 40 	 -8.20   	 0.15
165 	 40 	 -10.66   	 0.09
170 	 40 	 -14.17   	 0.04
175 	 40 	 -20.17   	 0.01
180 	 40 	 -999.99   	 0.00
0 	 45 	 -999.99   	 0.00
5 	 45 	 -20.17   	 0.01
10 	 45 	 -14.17   	 0.04
15 	 45 	 -10.66   	 0.09
20 	 45 	 -8.20   	 0.15
25 	 45 	 -6.30   	 0.23
30 	 45 	 -4.78   	 0.33
35 	 45 	 -3.51   	 0.45
40 	 45 	 -2.44   	 0.57
45 	 45 	 -1.54   	 0.70
50 	 45 	 -0.76   	 0.84
55 	 45 	 -0.10   	 0.98
60 	 45 	 0.45   	 1.11
65 	 45 	 0.91   	 1.23
70 	 45 	 1.28   	 1.34
75 	 45 	 1.57   	 1.44
80 	 45 	 1.77   	 1.50
85 	 45 	 1.89   	 1.55
90 	 45 	 1.93   	 1.56
95 	 45 	 1.89   	 1.55
100 	 45 	 1.77   	 1.50
105 	 45 	 1.57   	 1.44
110 	 45 	 1.28   	 1.34
115 	 45 	 0.91   	 1.23
120 	 45 	 0.45   	 1.11
125 	 45 	 -0.10   	 0.98
130 	 45 	 -0.76   	 0.84
135 	 45 	 -1.54   	 0.70
140 	 45 	 -2.44   	 0.57
145 	 45 	 -3.51   	 0.45
150 	 45 	 -4.78   	 0.33
155 	 45 	 -6.30   	 0.23
160 	 45 	 -8.20   	 0.15
165 	 45 	 -10.66   	 0.09
170 	 45 	 -14.17   	 0.04
175 	 45 	 -20.17   	 0.01
180 	 45 	 -999.99   	 0.00
0 	 50 	 -999.99   	 0.00
5 	 50 	 -20.17   	 0.01
10 	 50 	 -14.17   	 0.04
15 	 50 	 -10.66   	 0.09
20 	 50 	 -8.20   	 0.15
25 	 50 	 -6.30   	 0.23
30 	 50 	 -4.78   	 0.33
35 	 50 	 -3.51   	 0.45
40 	 50 	 -2.44   	 0.57
45 	 50 	 -1.54   	 0.70
50 	 50 	 -0.76   	 0.84
55 	 50 	 -0.10   	 0.98
60 	 50 	 0.45   	 1.11
65 	 50 	 0.91   	 1.23
70 	 50 	 1.28   	 1.34
75 	 50 	 1.57   	 1.44
80 	 50 	 1.77   	 1.50
85 	 50 	 1.89   	 1.55
90 	 50 	 1.93   	 1.56
95 	 50 	 1.89   	 1.55
100 	 50 	 1.77   	 1.50
105 	 50 	 1.57   	 1.44
110 	 50 	 1.28   	 1.34
115 	 50 	 0.91   	 1.23
120 	 50 	 0.45   	 1.11
125 	 50 	 -0.10   	 0.98
130 	 50 	 -0.76   	 0.84
135 	 50 	 -1.54   	 0.70
140 	 50 	 -2.44   	 0.57
145 	 50 	 -3.51   	 0.45
150 	 50 	 -4.78   	 0.33
155 	 50 	 -6.30   	 0.23
160 	 50 	 -8.20   	 0.15
165 	 50 	 -10.66   	 0.09
170 	 50 	 -14.17   	 0.04
175 	 50 	 -20.17   	 0.01
180 	 50 	 -999.99   	 0.00
0 	 55 	 -999.99   	 0.00
5 	 55 	 -20.17   	 0.01
10 	 55 	 -14.17   	 0.04
15 	 55 	 -10.66   	 0.09
20 	 55 	 -8.20   	 0.15
25 	 55 	 -6.30   	 0.23
30 	 55 	 -4.78   	 0.33
35 	 55 	 -3.51   	 0.45
40 	 55 	 -2.44   	 0.57
45 	 55 	 -1.54   	 0.70
50 	 55 	 -0.76   	 0.84
55 	 55 	 -0.10   	 0.98
60 	 55 	 0.45   	 1.11
65 	 55 	 0.91   	 1.23
70 	 55 	 1.28   	 1.34
75 	 55 	 1.57   	 1.44
80 	 55 	 1.77   	 1.50
85 	 55 	 1.89   	 1.55
90 	 55 	 1.93   	 1.56
95 	 55 	 1.89   	 1.55
100 	 55 	 1.77   	 1.50
105 	 55 	 1.57   	 1.44
110 	 55 	 1.28   	 1.34
115 	 55 	 0.91   	 1.23
120 	 55 	 0.45   	 1.11
125 	 55 	 -0.10   	 0.98
130 	 55 	 -0.76   	 0.84
135 	 55 	 -1.54   	 0.70
140 	 55 	 -2.44   	 0.57
145 	 55 	 -3.51   	 0.45
150 	 55 	 -4.78   	 0.33
155 	 55 	 -6.30   	 0.23
160 	 55 	 -8.20   	 0.15
165 	 55 	 -10.66   	 0.09
170 	 55 	 -14.17   	 0.04
175 	 55 	 -20.17   	 0.01
180 	 55 	 -999.99   	 0.00
0 	 60 	 -999.99   	 0.00
5 	 60 	 -20.17   	 0.01
10 	 60 	 -14.17   	 0.04
15 	 60 	 -10.66   	 0.09
20 	 60 	 -8.20   	 0.15
25 	 60 	 -6.30   	 0.23
30 	 60 	 -4.78   	 0.33
35 	 60 	 -3.51   	 0.45
40 	 60 	 -2.44   	 0.57
45 	 60 	 -1.54   	 0.70
50 	 60 	 -0.76   	 0.84
55 	 60 	 -0.10   	 0.98
60 	 60 	 0.45   	 1.11
65 	 60 	 0.91   	 1.23
70 	 60 	 1.28   	 1.34
75 	 60 	 1.57   	 1.44
80 	 60 	 1.77   	 1.50
85 	 60 	 1.89   	 1.55
90 	 60 	 1.93   	 1.56
95 	 60 	 1.89   	 1.55
100 	 60 	 1.77   	 1.50
105 	 60 	 1.57   	 1.44
110 	 60 	 1.28   	 1.34
115 	 60 	 0.91   	 1.23
120 	 60 	 0.45   	 1.11
125 	 60 	 -0.10   	 0.98
130 	 60 	 -0.76   	 0.84
135 	 60 	 -1.54   	 0.70
140 	 60 	 -2.44   	 0.57
145 	 60 	 -3.51   	 0.45
150 	 60 	 -4.78   	 0.33
155 	 60 	 -6.30   	 0.23
160 	 60 	 -8.20   	 0.15
165 	 60 	 -10.66   	 0.09
170 	 60 	 -14.17   	 0.04
175 	 60 	 -20.17   	 0.01
180 	 60 	 -999.99   	 0.00
0 	 65 	 -999.99   	 0.00
5 	 65 	 -20.17   	 0.01
10 	 65 	 -14.17   	 0.04
15 	 65 	 -10.66   	 0.09
20 	 65 	 -8.20   	 0.15
25 	 65 	 -6.30   	 0.23
30 	 65 	 -4.78   	 0.33
35 	 65 	 -3.51   	 0.45
40 	 65 	 -2.44   	 0.57
45 	 65 	 -1.54   	 0.70
50 	 65 	 -0.76   	 0.84
55 	 65 	 -0.10   	 0.98
60 	 65 	 0.45   	 1.11
65 	 65 	 0.91   	 1.23
70 	 65 	 1.28   	 1.34
75 	 65 	 1.57   	 1.44
80 	 65 	 1.77   	 1.50
85 	 65 	 1.89   	 1.55
90 	 65 	 1.93   	 1.56
95 	 65 	 1.89   	 1.55
100 	 65 	 1.77   	 1.50
105 	 65 	 1.57   	 1.44
110 	 65 	 1.28   	 1.34
115 	 65 	 0.91   	 1.23
120 	 65 	 0.45   	 1.11
125 	 65 	 -0.10   	 0.98
130 	 65 	 -0.76   	 0.84
135 	 65 	 -1.54   	 0.70
140 	 65 	 -2.44   	 0.57
145 	 65 	 -3.51   	 0.45
150 	 65 	 -4.78   	 0.33
155 	 65 	 -6.30   	 0.23
160 	 65 	 -8.20   	 0.15
165 	 65 	 -10.66   	 0.09
170 	 65 	 -14.17   	 0.04
175 	 65 	 -20.17   	 0.01
180 	 65 	 -999.99   	 0.00
0 	 70 	 -999.99   	 0.00
5 	 70 	 -20.17   	 0.01
10 	 70 	 -14.17   	 0.04
15 	 70 	 -10.66   	 0.09
20 	 70 	 -8.20   	 0.15
25 	 70 	 -6.30   	 0.23
30 	 70 	 -4.78   	 0.33
35 	 70 	 -3.51   	 0.45
40 	 70 	 -2.44   	 0.57
45 	 70 	 -1.54   	 0.70
50 	 70 	 -0.76   	 0.84
55 	 70 	 -0.10   	 0.98
60 	 70 	 0.45   	 1.11
65 	 70 	 0.91   	 1.23
70 	 70 	 1.28   	 1.34
75 	 70 	 1.57   	 1.44
80 	 70 	 1.77   	 1.50
85 	 70 	 1.89   	 1.55
90 	 70 	 1.93   	 1.56
95 	 70 	 1.89   	 1.55
100 	 70 	 1.77   	 1.50
105 	 70 	 1.57   	 1.44
110 	 70 	 1.28   	 1.34
115 	 70 	 0.91   	 1.23
120 	 70 	 0.45   	 1.11
125 	 70 	 -0.10   	 0.98
130 	 70 	 -0.76   	 0.84
135 	 70 	 -1.54   	 0.70
140 	 70 	 -2.44   	 0.57
145 	 70 	 -3.51   	 0.45
150 	 70 	 -4.78   	 0.33
155 	 70 	 -6.30   	 0.23
160 	 70 	 -8.20   	 0.15
165 	 70 	 -10.66   	 0.09
170 	 70 	 -14.17   	 0.04
175 	 70 	 -20.17   	 0.01
180 	 70 	 -999.99   	 0.00
0 	 75 	 -999.99   	 0.00
5 	 75 	 -20.17   	 0.01
10 	 75 	 -14.17   	 0.04
15 	 75 	 -10.66   	 0.09
20 	 75 	 -8.20   	 0.15
25 	 75 	 -6.30   	 0.23
30 	 75 	 -4.78   	 0.33
35 	 75 	 -3.51   	 0.45
40 	 75 	 -2.44   	 0.57
45 	 75 	 -1.54   	 0.70
50 	 75 	 -0.76   	 0.84
55 	 75 	 -0.10   	 0.98
60 	 75 	 0.45   	 1.11
65 	 75 	 0.91   	 1.23
70 	 75 	 1.28   	 1.34
75 	 75 	 1.57   	 1.44
80 	 75 	 1.77   	 1.50
85 	 75 	 1.89   	 1.55
90 	 75 	 1.93   	 1.56
95 	 75 	 1.89   	 1.55
100 	 75 	 1.77   	 1.50
105 	 75 	 1.57   	 1.44
110 	 75 	 1.28   	 1.34
115 	 75 	 0.91   	 1.23
120 	 75 	 0.45   	 1.11
125 	 75 	 -0.10   	 0.98
130 	 75 	 -0.76   	 0.84
135 	 75 	 -1.54   	 0.70
140 	 75 	 -2.44   	 0.57
145 	 75 	 -3.51   	 0.45
150 	 75 	 -4.78   	 0.33
155 	 75 	 -6.30   	 0.23
160 	 75 	 -8.20   	 0.15
165 	 75 	 -10.66   	 0.09
170 	 75 	 -14.17   	 0.04
175 	 75 	 -20.17   	 0.01
180 	 75 	 -999.99   	 0.00
0 	 80 	 -999.99   	 0.00
5 	 80 	 -20.17   	 0.01
10 	 80 	 -14.17   	 0.04
15 	 80 	 -10.66   	 0.09
20 	 80 	 -8.20   	 0.15
25 	 80 	 -6.30   	 0.23
30 	 80 	 -4.78   	 0.33
35 	 80 	 -3.51   	 0.45
40 	 80 	 -2.44   	 0.57
45 	 80 	 -1.54   	 0.70
50 	 80 	 -0.76   	 0.84
55 	 80 	 -0.10   	 0.98
60 	 80 	 0.45   	 1.11
65 	 80 	 0.91   	 1.23
70 	 80 	 1.28   	 1.34
75 	 80 	 1.57   	 1.44
80 	 80 	 1.77   	 1.50
85 	 80 	 1.89   	 1.55
90 	 80 	 1.93   	 1.56
95 	 80 	 1.89   	 1.55
100 	 80 	 1.77   	 1.50
105 	 80 	 1.57   	 1.44
110 	 80 	 1.28   	 1.34
115 	 80 	 0.91   	 1.23
120 	 80 	 0.45   	 1.11
125 	 80 	 -0.10   	 0.98
130 	 80 	 -0.76   	 0.84
135 	 80 	 -1.54   	 0.70
140 	 80 	 -2.44   	 0.57
145 	 80 	 -3.51   	 0.45
150 	 80 	 -4.78   	 0.33
155 	 80 	 -6.30   	 0.23
160 	 80 	 -8.20   	 0.15
165 	 80 	 -10.66   	 0.09
170 	 80 	 -14.17   	 0.04
175 	 80 	 -20.17   	 0.01
180 	 80 	 -999.99   	 0.00
0 	 85 	 -999.99   	 0.00
5 	 85 	 -20.17   	 0.01
10 	 85 	 -14.17   	 0.04
15 	 85 	 -10.66   	 0.09
20 	 85 	 -8.20   	 0.15
25 	 85 	 -6.30   	 0.23
30 	 85 	 -4.78   	 0.33
35 	 85 	 -3.51   	 0.45
40 	 85 	 -2.44   	 0.57
45 	 85 	 -1.54   	 0.70
50 	 85 	 -0.76   	 0.84
55 	 85 	 -0.10   	 0.98
60 	 85 	 0.45   	 1.11
65 	 85 	 0.91   	 1.23
70 	 85 	 1.28   	 1.34
75 	 85 	 1.57   	 1.44
80 	 85 	 1.77   	 1.50
85 	 85 	 1.89   	 1.55
90 	 85 	 1.93   	 1.56
95 	 85 	 1.89   	 1.55
100 	 85 	 1.77   	 1.50
105 	 85 	 1.57   	 1.44
110 	 85 	 1.28   	 1.34
115 	 85 	 0.91   	 1.23
120 	 85 	 0.45   	 1.11
125 	 85 	 -0.10   	 0.98
130 	 85 	 -0.76   	 0.84
135 	 85 	 -1.54   	 0.70
140 	 85 	 -2.44   	 0.57
145 	 85 	 -3.51   	 0.45
150 	 85 	 -4.78   	 0.33
155 	 85 	 -6.30   	 0.23
160 	 85 	 -8.20   	 0.15
165 	 85 	 -10.66   	 0.09
170 	 85 	 -14.17   	 0.04
175 	 85 	 -20.17   	 0.01
180 	 85 	 -999.99   	 0.00
0 	 90 	 -999.99   	 0.00
5 	 90 	 -20.17   	 0.01
10 	 90 	 -14.17   	 0.04
15 	 90 	 -10.66   	 0.09
20 	 90 	 -8.20   	 0.15
25 	 90 	 -6.30   	 0.23
30 	 90 	 -4.78   	 0.33
35 	 90 	 -3.51   	 0.45
40 	 90 	 -2.44   	 0.57
45 	 90 	 -1.54   	 0.70
50 	 90 	 -0.76   	 0.84
55 	 90 	 -0.10   	 0.98
60 	 90 	 0.45   	 1.11
65 	 90 	 0.91   	 1.23
70 	 90 	 1.28   	 1.34
75 	 90 	 1.57   	 1.44
80 	 90 	 1.77   	 1.50
85 	 90 	 1.89   	 1.55
90 	 90 	 1.93   	 1.56
95 	 90 	 1.89   	 1.55
100 	 90 	 1.77   	 1.50
105 	 90 	 1.57   	 1.44
110 	 90 	 1.28   	 1.34
115 	 90 	 0.91   	 1.23
120 	 90 	 0.45   	 1.11
125 	 90 	 -0.10   	 0.98
130 	 90 	 -0.76   	 0.84
135 	 90 	 -1.54   	 0.70
140 	 90 	 -2.44   	 0.57
145 	 90 	 -3.51   	 0.45
150 	 90 	 -4.78   	 0.33
155 	 90 	 -6.30   	 0.23
160 	 90 	 -8.20   	 0.15
165 	 90 	 -10.66   	 0.09
170 	 90 	 -14.17   	 0.04
175 	 90 	 -20.17   	 0.01
180 	 90 	 -999.99   	 0.00
0 	 95 	 -999.99   	 0.00
5 	 95 	 -20.17   	 0.01
10 	 95 	 -14.17   	 0.04
15 	 95 	 -10.66   	 0.09
20 	 95 	 -8.20   	 0.15
25 	 95 	 -6.30   	 0.23
30 	 95 	 -4.78   	 0.33
35 	 95 	 -3.51   	 0.45
40 	 95 	 -2.44   	 0.57
45 	 95 	 -1.54   	 0.70
50 	 95 	 -0.76   	 0.84
55 	 95 	 -0.10   	 0.98
60 	 95 	 0.45   	 1.11
65 	 95 	 0.91   	 1.23
70 	 95 	 1.28   	 1.34
75 	 95 	 1.57   	 1.44
80 	 95 	 1.77   	 1.50
85 	 95 	 1.89   	 1.55
90 	 95 	 1.93   	 1.56
95 	 95 	 1.89   	 1.55
100 	 95 	 1.77   	 1.50
105 	 95 	 1.57   	 1.44
110 	 95 	 1.28   	 1.34
115 	 95 	 0.91   	 1.23
120 	 95 	 0.45   	 1.11
125 	 95 	 -0.10   	 0.98
130 	 95 	 -0.76   	 0.84
135 	 95 	 -1.54   	 0.70
140 	 95 	 -2.44   	 0.57
145 	 95 	 -3.51   	 0.45
150 	 95 	 -4.78   	 0.33
155 	 95 	 -6.30   	 0.23
160 	 95 	 -8.20   	 0.15
165 	 95 	 -10.66   	 0.09
170 	 95 	 -14.17   	 0.04
175 	 95 	 -20.17   	 0.01
180 	 95 	 -999.99   	 0.00
